county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee_mail,provisional
Adams,Gettysburg 1,Attorney General,,FWD,ERIC L SETTLE,4,1,,3,0
Adams,Gettysburg 1,Attorney General,,,Write-ins,0,0,,0,0
Adams,Gettysburg 1,Attorney General,,,Not Assigned,0,0,,0,0
Adams,Gettysburg 1,Attorney General,,,Over Votes,0,0,,0,0
Adams,Gettysburg 1,Attorney General,,,Under Votes,25,14,,11,0
Adams,Gettysburg 2,Attorney General,,DEM,EUGENE DEPASQUALE,886,716,,163,7
Adams,Gettysburg 2,Attorney General,,REP,DAVE SUNDAY,308,243,,63,2
Adams,Gettysburg 2,Attorney General,,LIB,ROBERT COWBURN,19,17,,2,0
Adams,Gettysburg 2,Attorney General,,GNP,RICHARD L WEISS,17,13,,4,0
Adams,Gettysburg 2,Attorney General,,CST,JUSTIN L MAGILL,4,3,,1,0
Adams,Gettysburg 2,Attorney General,,FWD,ERIC L SETTLE,4,2,,1,1
Adams,Gettysburg 2,Attorney General,,,Write-ins,3,3,,0,0
Adams,Gettysburg 2,Attorney General,,,Not Assigned,3,3,,0,0
Adams,Gettysburg 2,Attorney General,,,Over Votes,0,0,,0,0
Adams,Gettysburg 2,Attorney General,,,Under Votes,57,50,,6,1
Adams,Gettysburg 3,Attorney General,,DEM,EUGENE DEPASQUALE,469,282,,184,3
Adams,Gettysburg 3,Attorney General,,REP,DAVE SUNDAY,385,265,,116,4
Adams,Gettysburg 3,Attorney General,,LIB,ROBERT COWBURN,12,11,,1,0
Adams,Gettysburg 3,Attorney General,,GNP,RICHARD L WEISS,5,4,,1,0
Adams,Gettysburg 3,Attorney General,,CST,JUSTIN L MAGILL,6,6,,0,0
Adams,Gettysburg 3,Attorney General,,FWD,ERIC L SETTLE,4,1,,3,0
Adams,Gettysburg 3,Attorney General,,,Write-ins,0,0,,0,0
Adams,Gettysburg 3,Attorney General,,,Not Assigned,0,0,,0,0
Adams,Gettysburg 3,Attorney General,,,Over Votes,0,0,,0,0
Adams,Gettysburg 3,Attorney General,,,Under Votes,14,7,,6,1
Adams,Hamilton,Attorney General,,DEM,EUGENE DEPASQUALE,366,180,,185,1
Adams,Hamilton,Attorney General,,REP,DAVE SUNDAY,1166,824,,339,3
Adams,Hamilton,Attorney General,,LIB,ROBERT COWBURN,29,22,,6,1
Adams,Hamilton,Attorney General,,GNP,RICHARD L WEISS,7,5,,2,0
Adams,Hamilton,Attorney General,,CST,JUSTIN L MAGILL,5,3,,2,0
Adams,Hamilton,Attorney General,,FWD,ERIC L SETTLE,5,4,,1,0
Adams,Hamilton,Attorney General,,,Write-ins,0,0,,0,0
Adams,Hamilton,Attorney General,,,Not Assigned,0,0,,0,0
Adams,Hamilton,Attorney General,,,Over Votes,0,0,,0,0
Adams,Hamilton,Attorney General,,,Under Votes,19,11,,8,0
Adams,Hamiltonban,Attorney General,,DEM,EUGENE DEPASQUALE,323,179,,143,1
Adams,Hamiltonban,Attorney General,,REP,DAVE SUNDAY,1024,778,,243,3
Adams,Hamiltonban,Attorney General,,LIB,ROBERT COWBURN,10,9,,1,0
Adams,Hamiltonban,Attorney General,,GNP,RICHARD L WEISS,7,7,,0,0
Adams,Hamiltonban,Attorney General,,CST,JUSTIN L MAGILL,7,6,,1,0
Adams,Hamiltonban,Attorney General,,FWD,ERIC L SETTLE,3,3,,0,0
Adams,Hamiltonban,Attorney General,,,Write-ins,1,1,,0,0
Adams,Hamiltonban,Attorney General,,,Not Assigned,1,1,,0,0
Adams,Hamiltonban,Attorney General,,,Over Votes,0,0,,0,0
Adams,Hamiltonban,Attorney General,,,Under Votes,24,23,,1,0
Adams,Highland,Attorney General,,DEM,EUGENE DEPASQUALE,193,112,,80,1
Adams,Highland,Attorney General,,REP,DAVE SUNDAY,460,370,,89,1
Adams,Highland,Attorney General,,LIB,ROBERT COWBURN,7,5,,2,0
Adams,Highland,Attorney General,,GNP,RICHARD L WEISS,2,1,,1,0
Adams,Highland,Attorney General,,CST,JUSTIN L MAGILL,1,0,,1,0
Adams,Highland,Attorney General,,FWD,ERIC L SETTLE,3,0,,3,0
Adams,Highland,Attorney General,,,Write-ins,0,0,,0,0
Adams,Highland,Attorney General,,,Not Assigned,0,0,,0,0
Adams,Highland,Attorney General,,,Over Votes,0,0,,0,0
Adams,Highland,Attorney General,,,Under Votes,9,6,,3,0
Adams,Huntington,Attorney General,,DEM,EUGENE DEPASQUALE,261,152,,108,1
Adams,Huntington,Attorney General,,REP,DAVE SUNDAY,1069,899,,169,1
Adams,Huntington,Attorney General,,LIB,ROBERT COWBURN,9,7,,2,0
Adams,Huntington,Attorney General,,GNP,RICHARD L WEISS,8,4,,4,0
Adams,Huntington,Attorney General,,CST,JUSTIN L MAGILL,5,1,,4,0
Adams,Huntington,Attorney General,,FWD,ERIC L SETTLE,0,0,,0,0
Adams,Huntington,Attorney General,,,Write-ins,3,3,,0,0
Adams,Huntington,Attorney General,,,Not Assigned,3,3,,0,0
Adams,Huntington,Attorney General,,,Over Votes,0,0,,0,0
Adams,Huntington,Attorney General,,,Under Votes,16,13,,3,0
Adams,Latimore,Attorney General,,DEM,EUGENE DEPASQUALE,418,224,,192,2
Adams,Latimore,Attorney General,,REP,DAVE SUNDAY,1189,886,,299,4
Adams,Latimore,Attorney General,,LIB,ROBERT COWBURN,29,24,,4,1
Adams,Latimore,Attorney General,,GNP,RICHARD L WEISS,15,11,,4,0
Adams,Latimore,Attorney General,,CST,JUSTIN L MAGILL,8,8,,0,0
Adams,Latimore,Attorney General,,FWD,ERIC L SETTLE,5,1,,4,0
Adams,Latimore,Attorney General,,,Write-ins,2,2,,0,0
Adams,Latimore,Attorney General,,,Not Assigned,2,2,,0,0
Adams,Latimore,Attorney General,,,Over Votes,0,0,,0,0
Adams,Latimore,Attorney General,,,Under Votes,28,21,,7,0
Adams,Liberty,Attorney General,,DEM,EUGENE DEPASQUALE,229,147,,82,0
Adams,Liberty,Attorney General,,REP,DAVE SUNDAY,636,520,,115,1
Adams,Liberty,Attorney General,,LIB,ROBERT COWBURN,21,19,,2,0
Adams,Liberty,Attorney General,,GNP,RICHARD L WEISS,4,4,,0,0
Adams,Liberty,Attorney General,,CST,JUSTIN L MAGILL,5,4,,1,0
Adams,Liberty,Attorney General,,FWD,ERIC L SETTLE,2,2,,0,0
Adams,Liberty,Attorney General,,,Write-ins,0,0,,0,0
Adams,Liberty,Attorney General,,,Not Assigned,0,0,,0,0
Adams,Liberty,Attorney General,,,Over Votes,1,1,,0,0
Adams,Liberty,Attorney General,,,Under Votes,19,18,,1,0
Adams,Littlestown 1,Attorney General,,DEM,EUGENE DEPASQUALE,269,174,,94,1
Adams,Littlestown 1,Attorney General,,REP,DAVE SUNDAY,832,682,,147,3
Adams,Littlestown 1,Attorney General,,LIB,ROBERT COWBURN,25,21,,3,1
Adams,Littlestown 1,Attorney General,,GNP,RICHARD L WEISS,6,5,,1,0
